Order ID,Order Date,Region,Category,Sub-Category,Customer Name,Quantity,Unit Price,Discount,Sales,Profit
ORD-11425,2023-12-15,West,Technology,Copiers,Ayesha Ahmed,4,775.45,0.1,3008.73,82.33
ORD-11426,2024-08-24,Central,Furniture,Bookcases,Mary Jones,11,253.88,0.3,2541.36,32.99
ORD-11427,2023-12-06,South,Office Supplies,Labels,Sara Williams,4,38.47,0.2,144.63,18.67
ORD-11428,2023-12-09,East,Technology,Phones,Jennifer Smith,2,481.27,0.0,962.54,153.13
ORD-11429,2024-09-25,South,Office Supplies,Binders,William Sheikh,9,61.51,0.2,520.41,34.07
ORD-11430,2024-09-26,Central,Office Supplies,Labels,John Miller,5,30.94,0.15,147.74,19.2
ORD-11431,2023-09-24,South,Office Supplies,Art,Linda Garcia,3,58.81,0.0,176.44,33.94
ORD-11432,2023-01-22,Central,Office Supplies,Labels,Michael Jones,3,22.34,0.0,67.01,12.27
ORD-11433,2023-07-30,Central,Office Supplies,Paper,William Davis,11,41.03,0.0,451.31,114.78
ORD-11434,2024-10-22,South,Technology,Phones,Linda Miller,7,215.54,0.1,1463.55,14.19
ORD-11435,2024-11-05,Central,Technology,Accessories,Jennifer Malik,9,393.03,0.15,3378.11,239.33
ORD-11436,2024-06-05,East,Office Supplies,Labels,Omar Chaudhry,11,34.41,0.3,344.4,14.85
ORD-11437,2024-01-23,East,Technology,Copiers,Ali Garcia,6,458.11,0.15,2624.97,179.97
ORD-11438,2024-03-30,West,Technology,Copiers,Ahmed Sheikh,11,224.0,0.15,2353.07,328.1
ORD-11439,2024-12-07,Central,Technology,Phones,Jennifer Davis,12,354.83,0.0,4257.93,385.89
ORD-11440,2023-10-29,West,Furniture,Tables,Michael Ahmed,5,124.82,0.1,605.36,-58.6
ORD-11441,2023-06-01,East,Technology,Accessories,John Malik,5,556.24,0.0,2781.21,247.15
ORD-11442,2024-01-07,West,Furniture,Chairs,Ali Raza,13,380.54,0.1,4798.58,128.6
ORD-11443,2023-05-22,Central,Furniture,Furnishings,Hassan Khan,12,433.98,0.0,5207.76,271.64
ORD-11444,2023-05-12,South,Office Supplies,Paper,Mary Raza,1,47.19,0.1,45.77,3.64
ORD-11445,2024-10-03,Central,Furniture,Chairs,Michael Williams,9,238.12,0.1,2078.76,-255.93
ORD-11446,2024-11-18,East,Office Supplies,Art,William Raza,9,38.65,0.3,316.58,14.82
ORD-11447,2024-06-19,West,Office Supplies,Paper,Hassan Malik,9,65.72,0.0,591.47,138.6
ORD-11448,2023-02-22,West,Technology,Machines,Robert Raza,8,475.28,0.1,3688.15,95.47
ORD-11449,2023-05-03,East,Office Supplies,Labels,William Khan,4,10.09,0.3,36.72,-1.52
ORD-11450,2024-11-29,West,Technology,Accessories,Sara Khan,9,498.89,0.1,4355.29,105.65
ORD-11451,2024-01-10,East,Office Supplies,Art,Michael Garcia,7,53.71,0.0,375.95,82.34
ORD-11452,2023-12-11,Central,Office Supplies,Paper,Omar Malik,4,42.81,0.0,171.23,34.01
ORD-11453,2023-01-19,East,Technology,Copiers,Elizabeth Jones,12,582.45,0.1,6779.73,652.71
ORD-11454,2023-07-30,East,Office Supplies,Art,William Smith,12,33.86,0.2,381.91,58.4
ORD-11455,2023-08-09,South,Office Supplies,Paper,Patricia Brown,9,69.71,0.0,627.41,119.25
ORD-11456,2024-09-29,West,Office Supplies,Paper,Hassan Malik,8,23.1,0.0,184.79,37.3
ORD-11457,2024-01-15,West,Office Supplies,Labels,John Chaudhry,11,41.12,0.2,425.17,-9.56
ORD-11458,2023-11-21,South,Office Supplies,Storage,Michael Malik,12,56.15,0.1,653.56,66.93
ORD-11459,2024-07-15,Central,Technology,Accessories,Ali Smith,11,500.09,0.0,5500.95,1033.64
ORD-11460,2024-06-18,Central,Furniture,Chairs,Robert Ahmed,9,154.28,0.4,1221.9,-275.82
ORD-11461,2023-06-24,Central,Office Supplies,Art,William Ahmed,2,34.16,0.0,68.32,13.67
ORD-11462,2023-01-30,South,Office Supplies,Binders,David Butt,2,42.66,0.3,77.63,0.95
ORD-11463,2023-10-20,South,Furniture,Furnishings,David Jones,1,275.91,0.0,275.91,-5.38
ORD-11464,2024-03-22,Central,Office Supplies,Art,William Sheikh,3,28.69,0.3,78.33,-1.04
ORD-11465,2023-10-30,East,Technology,Machines,James Chaudhry,9,258.88,0.0,2329.95,268.24
ORD-11466,2023-10-28,South,Furniture,Chairs,Zainab Davis,11,173.24,0.0,1905.68,176.27
ORD-11467,2024-06-18,West,Office Supplies,Art,Omar Williams,6,33.83,0.1,196.89,21.3
ORD-11468,2023-09-14,East,Furniture,Chairs,James Johnson,12,206.32,0.1,2401.62,145.08
ORD-11469,2023-02-18,Central,Office Supplies,Storage,James Miller,8,39.24,0.0,313.88,37.26
ORD-11470,2024-09-06,East,Technology,Machines,Linda Sheikh,13,289.8,0.0,3767.34,851.44
ORD-11471,2024-05-07,East,Office Supplies,Art,Mary Johnson,13,34.94,0.1,440.6,51.69
ORD-11472,2024-10-22,South,Office Supplies,Art,William Miller,8,30.17,0.1,234.12,22.4
ORD-11473,2024-04-25,East,Office Supplies,Paper,Linda Butt,4,61.47,0.15,234.81,45.11
ORD-11474,2024-04-09,East,Office Supplies,Storage,Ayesha Johnson,1,25.78,0.3,23.46,0.61
ORD-11475,2023-05-18,South,Technology,Accessories,William Jones,6,265.15,0.0,1590.92,244.53
ORD-11476,2024-11-25,South,Office Supplies,Art,William Miller,2,32.69,0.4,57.53,-2.21
ORD-11477,2024-02-07,West,Technology,Accessories,Hassan Chaudhry,8,674.16,0.0,5393.25,450.51
ORD-11478,2024-10-11,East,Office Supplies,Labels,Robert Chaudhry,8,5.0,0.1,38.8,5.98
ORD-11479,2024-10-19,East,Technology,Phones,Robert Chaudhry,6,285.21,0.0,1711.25,264.83
ORD-11480,2023-10-19,Central,Office Supplies,Labels,Mary Iqbal,8,58.18,0.0,465.45,101.64
ORD-11481,2024-04-03,South,Furniture,Bookcases,Zainab Sheikh,13,247.63,0.1,3122.62,-109.36
ORD-11482,2023-02-22,Central,Furniture,Chairs,Fatima Butt,1,284.51,0.2,267.44,-2.77
ORD-11483,2023-04-21,West,Office Supplies,Art,Zainab Jones,13,18.27,0.1,230.4,41.18
ORD-11484,2024-04-25,South,Office Supplies,Storage,Elizabeth Malik,3,52.95,0.0,158.86,19.94
ORD-11485,2024-09-26,Central,Office Supplies,Binders,Ahmed Chaudhry,6,58.56,0.4,309.17,8.84
ORD-11486,2024-07-09,South,Office Supplies,Labels,William Raza,13,13.06,0.3,154.49,12.59
ORD-11487,2024-11-25,East,Office Supplies,Binders,Fatima Davis,1,50.46,0.0,50.46,11.37
ORD-11488,2024-12-07,South,Furniture,Chairs,Sara Smith,9,424.38,0.3,3475.65,-548.85
ORD-11489,2023-06-21,South,Office Supplies,Binders,Michael Brown,7,55.38,0.0,387.66,87.46
ORD-11490,2024-09-08,Central,Office Supplies,Paper,Robert Jones,5,68.57,0.1,332.56,41.88
ORD-11491,2024-10-15,East,Furniture,Tables,William Miller,2,87.66,0.2,164.81,-17.39
ORD-11492,2024-06-06,East,Furniture,Bookcases,Fatima Malik,12,340.49,0.2,3840.77,-77.35
ORD-11493,2024-09-17,West,Furniture,Furnishings,Elizabeth Miller,13,256.87,0.15,3189.03,151.97
ORD-11494,2023-05-17,South,Furniture,Chairs,John Sheikh,6,347.67,0.0,2086.05,101.35
ORD-11495,2024-09-22,East,Office Supplies,Paper,James Khan,7,30.19,0.2,198.66,7.88
ORD-11496,2023-03-22,South,Office Supplies,Labels,Linda Davis,5,55.66,0.0,278.29,37.35
ORD-11497,2023-09-08,West,Technology,Machines,Mary Smith,7,413.42,0.0,2893.96,491.15
ORD-11498,2023-01-22,East,Furniture,Chairs,David Iqbal,10,289.4,0.1,2807.17,213.37
ORD-11499,2023-06-14,West,Furniture,Tables,Omar Chaudhry,7,339.53,0.0,2376.74,206.59
ORD-11500,2024-01-15,South,Furniture,Tables,Linda Chaudhry,9,241.41,0.3,1977.12,-111.49
ORD-11501,2024-08-09,East,Technology,Machines,Omar Smith,8,476.52,0.0,3812.2,56.34
ORD-11502,2024-05-09,South,Office Supplies,Storage,John Williams,3,16.0,0.0,48.01,11.32
ORD-11503,2023-12-24,West,Technology,Accessories,Linda Ahmed,7,236.81,0.15,1583.09,144.57
ORD-11504,2024-03-24,East,Office Supplies,Storage,John Iqbal,5,47.58,0.1,230.78,8.5
ORD-11505,2023-09-19,West,Office Supplies,Binders,Patricia Raza,6,25.56,0.0,153.38,29.76
ORD-11506,2023-12-07,Central,Office Supplies,Paper,Hassan Khan,12,42.85,0.1,498.73,63.09
ORD-11507,2023-04-07,West,Technology,Accessories,Linda Miller,4,286.92,0.2,1078.81,-56.59
ORD-11508,2023-02-11,East,Furniture,Furnishings,Patricia Sheikh,9,357.52,0.1,3121.12,63.82
ORD-11509,2024-08-08,West,Furniture,Furnishings,Barbara Sheikh,3,264.89,0.0,794.68,18.55
ORD-11510,2023-06-17,West,Office Supplies,Labels,Michael Davis,4,36.11,0.0,144.44,24.77
ORD-11511,2024-01-21,South,Office Supplies,Art,Patricia Raza,7,59.66,0.0,417.6,90.63
ORD-11512,2024-03-17,East,Office Supplies,Labels,Robert Johnson,10,58.03,0.1,562.9,135.18
ORD-11513,2024-03-29,East,Technology,Accessories,Ahmed Johnson,10,457.96,0.0,4579.55,579.39
ORD-11514,2023-01-29,South,Office Supplies,Storage,Hassan Chaudhry,1,56.11,0.1,54.42,8.17
ORD-11515,2023-03-01,Central,Technology,Machines,Omar Williams,8,734.89,0.1,5702.78,702.64
ORD-11516,2024-10-30,South,Furniture,Tables,Robert Johnson,5,213.41,0.0,1067.05,95.96
ORD-11517,2024-06-12,West,Furniture,Bookcases,James Jones,12,270.63,0.0,3247.59,385.15
ORD-11518,2023-01-23,South,Technology,Machines,Omar Jones,1,413.04,0.2,388.26,-1.79
ORD-11519,2023-04-13,West,Furniture,Furnishings,Patricia Butt,3,190.22,0.15,544.98,-5.6
ORD-11520,2024-07-04,East,Office Supplies,Labels,Ahmed Jones,9,41.97,0.3,343.73,11.91
ORD-11521,2024-02-02,East,Technology,Accessories,Ahmed Jones,9,380.96,0.0,3428.67,764.19
ORD-11522,2024-07-02,West,Technology,Phones,James Sheikh,1,483.8,0.4,425.74,-49.69
ORD-11523,2023-12-24,South,Office Supplies,Paper,Omar Jones,6,48.03,0.0,288.17,51.38
ORD-11524,2023-10-19,Central,Office Supplies,Art,Elizabeth Williams,4,34.81,0.2,130.9,17.86
ORD-11525,2023-12-17,East,Furniture,Bookcases,Elizabeth Smith,2,338.39,0.0,676.78,39.82
ORD-11526,2023-04-21,South,Furniture,Chairs,Michael Miller,12,446.4,0.3,4874.73,-701.78
ORD-11527,2023-01-08,West,Technology,Machines,William Davis,7,568.4,0.0,3978.81,625.86
ORD-11528,2024-06-15,East,Office Supplies,Storage,Robert Miller,9,31.72,0.2,268.33,9.88
ORD-11529,2023-06-19,Central,Technology,Copiers,Jennifer Miller,1,415.38,0.1,402.92,1.74
ORD-11530,2024-03-20,East,Technology,Machines,Omar Chaudhry,1,171.42,0.0,171.42,18.75
ORD-11531,2024-04-05,East,Furniture,Furnishings,Michael Davis,11,184.85,0.15,1941.88,-140.44
ORD-11532,2023-05-04,East,Furniture,Tables,Ayesha Chaudhry,11,184.88,0.2,1911.63,-135.56
ORD-11533,2024-01-14,East,Office Supplies,Paper,Robert Sheikh,6,37.01,0.0,222.03,43.56
ORD-11534,2023-04-07,South,Office Supplies,Storage,John Ahmed,11,21.3,0.1,227.23,44.19
ORD-11535,2024-01-26,South,Technology,Copiers,Omar Brown,8,340.21,0.2,2558.4,200.89
ORD-11536,2023-11-12,South,Technology,Copiers,Michael Jones,3,828.84,0.2,2337.34,42.77
ORD-11537,2024-05-14,South,Office Supplies,Labels,John Brown,2,63.18,0.2,118.77,23.88
ORD-11538,2023-09-05,Central,Office Supplies,Paper,Mary Iqbal,10,64.24,0.15,613.49,99.22
ORD-11539,2024-11-13,Central,Technology,Machines,Barbara Iqbal,4,262.72,0.0,1050.89,153.76
ORD-11540,2023-11-27,South,Office Supplies,Paper,Michael Johnson,3,28.04,0.0,84.12,12.07
ORD-11541,2024-11-01,Central,Technology,Accessories,Ali Miller,13,475.63,0.0,6183.22,833.8
ORD-11542,2023-01-13,East,Furniture,Bookcases,Omar Raza,10,390.54,0.0,3905.38,145.12
ORD-11543,2024-01-05,West,Office Supplies,Storage,Zainab Malik,7,33.96,0.3,216.33,21.08
ORD-11544,2024-04-30,South,Furniture,Furnishings,James Ahmed,5,261.68,0.0,1308.42,62.49
ORD-11545,2024-07-10,South,Technology,Phones,James Brown,12,480.28,0.0,5763.38,585.17
ORD-11546,2023-06-28,South,Technology,Phones,Sara Malik,8,189.37,0.0,1514.92,67.21
ORD-11547,2023-07-31,East,Technology,Machines,David Butt,3,424.17,0.2,1196.16,118.66
ORD-11548,2023-05-08,East,Technology,Copiers,John Butt,12,456.55,0.0,5478.55,366.35
ORD-11549,2023-05-14,Central,Technology,Phones,Omar Chaudhry,5,471.61,0.0,2358.03,407.53
ORD-11550,2024-07-28,Central,Office Supplies,Binders,Hassan Khan,13,21.85,0.15,271.32,33.39
ORD-11551,2024-03-05,East,Technology,Phones,William Sheikh,13,638.66,0.1,8053.47,1459.71
ORD-11552,2023-05-06,East,Furniture,Tables,Mary Williams,11,131.37,0.0,1445.12,65.25
ORD-11553,2024-05-11,West,Office Supplies,Art,Fatima Malik,5,63.8,0.1,309.43,53.8
ORD-11554,2024-11-19,South,Technology,Accessories,Patricia Johnson,6,707.65,0.0,4245.92,86.68
ORD-11555,2023-12-24,West,Technology,Phones,Sara Smith,9,490.49,0.1,4281.99,564.92
ORD-11556,2024-09-10,East,Technology,Machines,Omar Iqbal,1,576.14,0.0,576.14,50.36
ORD-11557,2024-01-29,East,Office Supplies,Labels,Sara Smith,5,52.53,0.3,239.03,14.28
ORD-11558,2024-04-06,East,Office Supplies,Storage,Zainab Iqbal,12,52.14,0.15,597.52,97.55
ORD-11559,2023-06-26,South,Technology,Phones,Robert Williams,1,677.99,0.1,657.65,53.68
ORD-11560,2023-12-25,East,Office Supplies,Storage,Robert Johnson,12,25.78,0.15,295.41,49.55
ORD-11561,2023-03-25,Central,Office Supplies,Paper,John Garcia,8,36.72,0.0,293.8,75.86
ORD-11562,2023-01-22,Central,Furniture,Furnishings,Ahmed Williams,5,290.05,0.2,1363.25,-83.52
ORD-11563,2024-02-27,East,Furniture,Chairs,Michael Davis,10,170.71,0.2,1604.71,-128.45
ORD-11564,2024-09-01,East,Office Supplies,Art,Robert Iqbal,1,43.86,0.15,41.89,1.11
ORD-11565,2023-11-19,East,Office Supplies,Storage,James Jones,7,33.52,0.4,206.51,4.4
ORD-11566,2024-11-22,South,Technology,Copiers,Mary Williams,13,128.14,0.0,1665.88,264.53
ORD-11567,2024-04-01,East,Office Supplies,Art,Hassan Khan,3,21.64,0.0,64.92,14.36
ORD-11568,2024-06-02,Central,Office Supplies,Art,James Jones,9,39.84,0.0,358.57,93.87
ORD-11569,2023-01-16,East,Furniture,Furnishings,Fatima Butt,5,251.64,0.0,1258.21,22.37
ORD-11570,2024-09-25,East,Office Supplies,Storage,David Davis,5,55.89,0.15,266.86,38.5
ORD-11571,2023-01-06,South,Office Supplies,Paper,Jennifer Chaudhry,3,42.8,0.2,120.69,22.76
ORD-11572,2024-11-17,East,Technology,Copiers,Fatima Garcia,3,439.54,0.15,1259.29,15.59
ORD-11573,2023-04-06,South,Office Supplies,Storage,William Jones,9,13.12,0.0,118.12,24.15
ORD-11574,2023-03-20,West,Office Supplies,Storage,Ali Brown,7,14.35,0.0,100.46,33.08
ORD-11575,2024-03-09,Central,Office Supplies,Storage,Sara Malik,5,55.64,0.4,244.82,-23.49
ORD-11576,2023-08-18,South,Office Supplies,Storage,Ali Butt,13,21.46,0.0,279.01,53.76
ORD-11577,2023-02-20,West,Office Supplies,Art,Barbara Davis,6,22.5,0.1,130.97,19.06
ORD-11578,2024-08-10,West,Furniture,Furnishings,Elizabeth Davis,13,369.9,0.0,4808.69,394.32
ORD-11579,2023-05-26,Central,Technology,Accessories,Linda Williams,5,228.91,0.0,1144.56,177.83
ORD-11580,2023-09-06,Central,Office Supplies,Storage,Patricia Smith,6,32.03,0.3,174.9,8.45
ORD-11581,2024-03-19,East,Furniture,Chairs,Mary Jones,3,325.74,0.1,947.9,-74.56
ORD-11582,2024-12-22,South,Technology,Machines,John Williams,8,780.25,0.0,6241.99,1310.26
ORD-11583,2024-07-25,Central,Technology,Copiers,Ahmed Williams,11,437.36,0.0,4810.96,637.33
ORD-11584,2023-03-25,West,Office Supplies,Labels,Jennifer Jones,2,39.73,0.2,74.69,8.31
ORD-11585,2023-10-31,South,Furniture,Chairs,William Miller,3,220.77,0.0,662.31,29.09
ORD-11586,2024-03-30,East,Furniture,Tables,Omar Davis,3,319.9,0.1,930.91,37.21
ORD-11587,2023-06-09,West,Technology,Phones,Ali Williams,13,486.6,0.0,6325.82,535.77
ORD-11588,2023-01-31,West,Technology,Copiers,Robert Ahmed,7,708.79,0.1,4812.66,104.11
ORD-11589,2023-02-17,East,Technology,Accessories,Jennifer Jones,12,403.83,0.15,4627.93,-295.3
ORD-11590,2024-09-06,East,Furniture,Bookcases,Linda Garcia,8,244.57,0.1,1897.86,20.58
ORD-11591,2024-08-09,South,Office Supplies,Labels,Linda Butt,10,50.02,0.0,500.21,91.38
ORD-11592,2023-05-25,East,Furniture,Tables,William Ahmed,10,223.45,0.1,2167.5,124.29
ORD-11593,2023-07-09,East,Technology,Copiers,Omar Jones,2,124.51,0.2,234.08,15.65
ORD-11594,2024-05-21,South,Furniture,Bookcases,Hassan Malik,6,459.46,0.0,2756.79,0.7
ORD-11595,2024-04-10,Central,Furniture,Chairs,Hassan Butt,4,171.38,0.15,654.68,-46.62
ORD-11596,2023-04-24,East,Furniture,Bookcases,Linda Jones,4,147.97,0.15,565.26,-44.29
ORD-11597,2024-01-08,West,Office Supplies,Art,Robert Smith,10,17.35,0.15,165.65,6.95
ORD-11598,2023-10-22,East,Technology,Machines,James Williams,11,507.87,0.1,5419.02,332.67
ORD-11599,2024-05-07,West,Office Supplies,Labels,Zainab Ahmed,12,36.02,0.2,406.32,14.77
ORD-11600,2023-06-02,Central,Office Supplies,Storage,John Sheikh,10,50.4,0.0,503.97,93.12
ORD-11601,2023-08-28,Central,Furniture,Tables,Ali Miller,8,203.3,0.1,1577.63,41.85
ORD-11602,2023-04-02,Central,Furniture,Bookcases,James Raza,5,37.37,0.0,186.87,10.3
ORD-11603,2023-08-26,West,Furniture,Tables,Ahmed Iqbal,6,274.66,0.1,1598.54,-25.94
ORD-11604,2024-05-24,South,Office Supplies,Binders,Barbara Iqbal,11,30.45,0.0,334.98,64.87
ORD-11605,2023-03-21,Central,Office Supplies,Paper,Barbara Brown,3,38.15,0.2,107.59,10.02
ORD-11606,2024-03-27,South,Technology,Accessories,Linda Johnson,13,303.66,0.0,3947.64,556.46
ORD-11607,2023-06-28,West,Technology,Accessories,Robert Khan,6,366.11,0.1,2130.74,253.29
ORD-11608,2023-11-15,West,Office Supplies,Labels,Mary Raza,9,54.68,0.0,492.11,67.43
ORD-11609,2024-08-25,Central,Furniture,Bookcases,Barbara Malik,3,127.5,0.2,359.55,-19.2
ORD-11610,2024-07-19,West,Technology,Machines,Jennifer Malik,10,595.33,0.0,5953.26,396.52
ORD-11611,2024-02-29,Central,Office Supplies,Labels,Fatima Brown,1,39.31,0.3,35.77,-0.0
ORD-11612,2023-01-07,West,Furniture,Furnishings,James Smith,12,107.67,0.1,1253.28,1.31
ORD-11613,2023-11-19,West,Furniture,Chairs,William Khan,5,71.68,0.4,315.38,-48.33
ORD-11614,2024-01-10,East,Technology,Copiers,Fatima Ahmed,9,419.59,0.0,3776.33,563.19
ORD-11615,2023-05-12,East,Furniture,Furnishings,Omar Davis,13,372.42,0.15,4623.57,-27.11
ORD-11616,2023-03-12,West,Technology,Phones,Elizabeth Malik,12,247.93,0.0,2975.18,56.89
ORD-11617,2023-12-08,West,Furniture,Chairs,John Khan,11,330.95,0.0,3640.45,167.41
ORD-11618,2024-06-27,South,Office Supplies,Storage,James Garcia,12,41.84,0.0,502.12,121.53
ORD-11619,2023-08-25,Central,Office Supplies,Art,David Sheikh,8,36.57,0.0,292.53,67.03
ORD-11620,2023-02-26,Central,Technology,Accessories,Hassan Garcia,13,243.95,0.3,2885.92,107.33
ORD-11621,2023-06-25,South,Technology,Machines,Fatima Butt,5,626.06,0.3,2848.57,54.19
ORD-11622,2023-03-31,East,Furniture,Chairs,Hassan Garcia,6,298.02,0.1,1734.47,47.3
ORD-11623,2024-08-24,Central,Office Supplies,Storage,Sara Ahmed,6,26.04,0.0,156.23,36.48
ORD-11624,2023-10-27,Central,Furniture,Bookcases,Jennifer Davis,11,8.59,0.15,90.21,-1.44
ORD-11625,2023-03-12,Central,Furniture,Chairs,Hassan Johnson,4,335.25,0.0,1340.99,75.76
ORD-11626,2024-05-04,West,Furniture,Furnishings,Ahmed Williams,1,271.18,0.0,271.18,9.58
ORD-11627,2023-12-19,South,Office Supplies,Binders,Linda Chaudhry,12,52.61,0.15,602.87,82.5
ORD-11628,2024-04-12,East,Office Supplies,Storage,Hassan Smith,9,17.94,0.2,151.8,19.21
ORD-11629,2023-08-17,East,Office Supplies,Art,Elizabeth Ahmed,13,69.03,0.0,897.38,214.21
ORD-11630,2023-04-04,East,Technology,Phones,Linda Ahmed,5,410.32,0.3,1866.95,-192.74
ORD-11631,2023-07-16,East,Furniture,Bookcases,Mary Ahmed,7,249.53,0.4,1537.13,-238.4
ORD-11632,2024-01-30,West,Furniture,Furnishings,Patricia Ahmed,4,262.29,0.4,923.27,-90.72
ORD-11633,2024-03-08,South,Office Supplies,Labels,David Johnson,13,61.14,0.0,794.8,191.63
ORD-11634,2024-07-04,West,Office Supplies,Binders,Linda Brown,11,39.81,0.15,418.22,42.91
ORD-11635,2023-08-18,East,Office Supplies,Art,Ahmed Johnson,5,32.14,0.1,155.88,34.9
ORD-11636,2023-05-12,Central,Furniture,Chairs,Mary Johnson,13,82.9,0.1,1045.39,180.66
ORD-11637,2024-08-11,East,Furniture,Furnishings,Hassan Brown,4,282.81,0.15,1080.34,5.27
ORD-11638,2024-02-29,Central,Office Supplies,Art,Ahmed Ahmed,4,42.98,0.0,171.91,22.82
ORD-11639,2023-04-09,South,Furniture,Bookcases,Michael Butt,7,300.89,0.2,1979.83,-126.37
ORD-11640,2023-03-25,Central,Technology,Phones,Patricia Chaudhry,9,595.88,0.0,5362.94,609.79
ORD-11641,2023-04-12,West,Office Supplies,Storage,William Khan,4,56.79,0.0,227.18,60.72
ORD-11642,2023-05-11,West,Technology,Accessories,Omar Iqbal,7,468.01,0.0,3276.07,523.73
ORD-11643,2023-06-19,East,Office Supplies,Storage,Zainab Sheikh,5,25.46,0.0,127.32,29.8
ORD-11644,2024-09-20,Central,Technology,Accessories,Michael Jones,3,198.5,0.1,577.64,68.59
ORD-11645,2023-10-24,West,Technology,Phones,Mary Miller,12,110.12,0.0,1321.47,170.28
ORD-11646,2023-10-06,South,Technology,Phones,Ahmed Williams,3,510.11,0.0,1530.34,196.26
ORD-11647,2024-03-08,West,Furniture,Bookcases,Omar Johnson,3,92.78,0.3,253.28,-25.69
ORD-11648,2024-10-07,East,Technology,Accessories,Michael Brown,1,276.4,0.15,263.96,-1.62
ORD-11649,2024-01-24,East,Technology,Copiers,Linda Miller,2,324.0,0.4,570.25,-75.5
ORD-11650,2024-01-22,Central,Technology,Copiers,William Williams,8,176.51,0.3,1284.96,-130.09
ORD-11651,2024-08-06,East,Furniture,Bookcases,David Smith,3,265.71,0.0,797.12,-15.79
ORD-11652,2023-10-12,Central,Technology,Copiers,Jennifer Brown,1,358.43,0.3,326.17,-15.62
ORD-11653,2024-04-16,East,Office Supplies,Labels,Patricia Raza,8,13.31,0.2,100.07,9.5
ORD-11654,2024-11-28,West,Office Supplies,Binders,Sara Garcia,7,65.87,0.2,433.42,75.3
ORD-11655,2023-12-14,South,Furniture,Tables,Ali Williams,9,173.39,0.2,1466.91,-82.13
ORD-11656,2023-01-31,West,Technology,Copiers,Ayesha Williams,12,557.64,0.0,6691.63,853.21
ORD-11657,2024-03-25,West,Office Supplies,Labels,David Sheikh,3,54.34,0.1,158.13,39.0
ORD-11658,2024-12-24,East,Technology,Copiers,Ayesha Iqbal,9,676.65,0.1,5907.12,111.91
ORD-11659,2023-10-08,East,Furniture,Chairs,Ahmed Brown,11,87.21,0.0,959.36,60.21
ORD-11660,2023-01-29,South,Furniture,Bookcases,Zainab Chaudhry,4,242.42,0.1,940.57,60.11
ORD-11661,2024-03-06,South,Office Supplies,Storage,Sara Johnson,4,34.43,0.2,129.46,21.93
ORD-11662,2023-03-27,East,Technology,Accessories,Elizabeth Brown,8,787.66,0.2,5923.18,-184.76
ORD-11663,2023-11-02,East,Office Supplies,Labels,Sara Garcia,2,28.96,0.2,54.44,2.66
ORD-11664,2023-02-24,East,Furniture,Bookcases,Ahmed Johnson,5,189.86,0.0,949.28,54.22
ORD-11665,2023-07-10,West,Furniture,Bookcases,William Jones,8,296.7,0.1,2302.39,57.4
ORD-11666,2024-05-24,West,Technology,Accessories,Patricia Ahmed,8,789.46,0.3,5747.24,-115.52
ORD-11667,2024-03-01,Central,Technology,Machines,Ahmed Raza,12,398.07,0.15,4561.84,114.06
ORD-11668,2023-08-11,South,Office Supplies,Paper,Hassan Smith,12,36.73,0.1,427.54,71.41
ORD-11669,2023-09-06,East,Office Supplies,Labels,Hassan Khan,8,21.98,0.1,170.56,39.75
ORD-11670,2024-07-19,East,Office Supplies,Paper,Ayesha Williams,6,43.04,0.0,258.22,61.06
ORD-11671,2023-09-27,South,Office Supplies,Labels,Zainab Garcia,12,30.04,0.0,360.53,15.65
ORD-11672,2024-09-24,Central,Technology,Accessories,Elizabeth Raza,10,582.1,0.1,5646.36,861.85
ORD-11673,2023-08-08,East,Furniture,Furnishings,Elizabeth Jones,4,209.01,0.0,836.03,61.52
ORD-11674,2024-07-14,West,Office Supplies,Art,Sara Ahmed,10,38.73,0.3,352.42,21.94
ORD-11675,2024-08-01,Central,Technology,Machines,Jennifer Sheikh,8,553.77,0.1,4297.24,606.74
ORD-11676,2024-11-23,South,Office Supplies,Art,Barbara Miller,5,22.62,0.0,113.1,32.76
ORD-11677,2024-07-03,South,Furniture,Furnishings,Ahmed Brown,6,144.17,0.1,839.08,16.87
ORD-11678,2023-09-20,Central,Furniture,Bookcases,James Jones,13,316.86,0.15,3933.81,-256.62
ORD-11679,2023-09-11,East,Office Supplies,Paper,Ali Raza,6,62.98,0.1,366.54,34.02
ORD-11680,2023-09-09,South,Furniture,Chairs,Fatima Garcia,9,190.71,0.15,1639.15,-41.82
ORD-11681,2024-01-12,East,Office Supplies,Labels,Sara Smith,9,39.69,0.15,341.17,19.61
ORD-11682,2024-04-11,East,Office Supplies,Labels,Elizabeth Johnson,11,32.19,0.2,332.89,43.8
ORD-11683,2024-07-20,South,Technology,Accessories,Mary Davis,9,257.18,0.15,2210.46,300.85
ORD-11684,2024-10-11,South,Technology,Copiers,Mary Brown,13,509.85,0.0,6628.04,287.56
ORD-11685,2023-02-09,East,Office Supplies,Paper,Sara Jones,13,54.66,0.15,678.64,54.56
ORD-11686,2024-06-23,East,Technology,Accessories,Michael Jones,5,382.38,0.1,1854.55,154.41
ORD-11687,2024-10-08,West,Technology,Copiers,Ali Iqbal,9,447.29,0.1,3904.83,284.09
ORD-11688,2023-04-04,East,Office Supplies,Binders,Hassan Ahmed,2,52.26,0.1,101.38,4.23
